Description,UPC,Promo_Price,Retail_Price,List_Price,Manufacturer,Category,Count,Multiplier,Retailer
"Sundown Naturals Odorless Premium Omega-3 Fish Oil Mini Softgels 1290mg, 72CT",30768186739,,18.99,9.07,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",72,1367.28,CVS
"Osteo Bi-Flex Joint Health Dietary Supplement, 160 CT",30768181994,,63.99,38.48,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",80,5119.2,CVS
Osteo Bi-Flex Glucosamine Chondroitin with Joint Shield Coated Tablets,30768181994,,64.99,38.48,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",80,5199.2,Walgreens
Sundown Naturals Vitamin D3 Softgels (2000 IU),30768176211,,15.79,8.12,BOUNTIFUL CO,VITAMINS,150,2368.5,CVS
"Sundown Naturals Calcium 1200 Plus Vitamin D3 1000 IU Softgels, 170CT",30768134389,,18.99,9.65,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",170,3228.3,CVS
"Sundown Naturals Red Yeast Rice 1200 mg, 240 CT",30768062132,,39.79,20.78,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",240,9549.6,CVS
"Osteo Bi-Flex Advanced Triple Strength Glucosamine Chondroitin MSM with 5-Loxin, Tablets",30768035785,,47.99,28.99,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",120,5758.8,Walgreens
Osteo Bi-Flex Triple Strength Joint Health,30768031213,,35.99,20.51,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",80,2879.2,Walgreens
Osteo Bi-Flex Glucosamine Chondroitin plus Joint Shield Dietary Supplement Coated Caplets,30768031206,,23.99,12.02,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",40,959.6,Walgreens
"Sundown Naturals Vitamin C Caplets 1000mg, 300CT",30768025052,,26.99,16.34,BOUNTIFUL CO,VITAMINS,300,8097,CVS
"Sundown Naturals Saw Palmetto Capsules 450mg, 250CT",30768010140,,28.79,15.91,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",250,7197.5,CVS
"Sundown Essential Zinc Caplets, 50 mg, 100 CT",30768006914,,6.29,3.56,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",100,629,CVS
"Sundown Ashwagandha Gummies, 300 mg, 90 CT",30768004286,,36.99,20.39,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",90,3329.1,CVS
"Sundown High Potency Zinc Gummies, 30 mg, 90 CT",30768004279,,22.79,12.59,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",90,2051.1,CVS
"Sundown Co Q-10 Supports Heart Health 200 mg Gummies, 100 CT",30768003944,,30.49,17,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",100,3049,CVS
"Sundown Vitamin B-12 Energy Metabolism Support Gummies, 500 mcg, 150 CT",30768003937,,21.79,11.99,BOUNTIFUL CO,VITAMINS,150,3268.5,CVS
"SunDown Apple Cider Vinegar Gummies, 90 CT",30768003920,,26.49,14.8,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",90,2384.1,CVS
"Sundown Elderberry with Vitamin C, Vitamin D & Zinc Gummies",30768003586,,28.49,15.75,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",90,2564.1,CVS
"TUMS+ Upset Stomach Support, 45 CT",30766307425,,13.99,9.48,HALEON,DIGESTIVE - UPPER GI,45,629.55,CVS
"TUMS Gummy Bites Assorted Fruit, 50 CT",30766307419,,13.99,9.48,HALEON,DIGESTIVE - UPPER GI,50,699.5,CVS
"NicoDermCQ Transdermal System 7mg Patch, Step 3, 14 CT",30766144020,,57.49,47.1,HALEON,ANTI-SMOKING PRODUCTS,14,804.86,CVS
"NicoDerm CQ Nicotine Patches to Stop Smoking, Step 2 - 14 Count",30766143020,,57.49,47.1,HALEON,ANTI-SMOKING PRODUCTS,14,804.86,CVS
"Abreva Docosanol 10% Cream Tube, FDA Approved Treatment for Cold Sore/Fever Blister, 2 grams On the Go Pack",30766080135,,24.79,17.7,HALEON,UPPER RESPIRATORY - EXTERNAL,0.07,1.7353,CVS
Abreva Cold Sore Treatment,30766080100,,24.79,17.7,HALEON,UPPER RESPIRATORY - EXTERNAL,0.07,1.7353,CVS
"Pregnitude Fertility Support Dietary Supplement, 60 CT",30642012360,,40.99,25,EVERETT LABS,"VITAMINS, MINERALS & SUPPLEMENTS",60,2459.4,CVS
Centrum Silver Men 50+ Multivitamins Tablets,30573475870,,23.99,17.53,HALEON,VITAMINS,200,4798,CVS
Centrum Silver Multivitamin for Women 50+ Tablets,30573475671,,23.99,17.53,HALEON,VITAMINS,200,4798,CVS
Centrum Silver Multivitamin Tablets for Women 50+,30573475665,,9.99,7.62,HALEON,VITAMINS,65,649.35,CVS
PREPARATION H Hemorrhoidal Suppositories,30573288310,,13.49,6.21,PFIZER,DIGESTIVE - HEMORRHOIDAL TREATMENT,12,161.88,CVS
"Vaseline Lip Therapy Lip Balm Tin, 0.6 OZ",30521053648,,5.49,2.37,UNILEVER,LIP PREPARATIONS,0.6,3.294,CVS
Pond's Clarant B3 Dark Spot Correcting Cream,30521003305,,14.49,7.94,UNILEVER,SKIN CARE - FACIAL,7,101.43,CVS
RectiCare Rapid Pain Relief Cream,30496089230,,33.99,23.09,FERNDALE LAB,DIGESTIVE - HEMORRHOIDAL TREATMENT,1,33.99,CVS
"PanOxyl Clarifying Exfoliant 2% Salicylic Acid, 4 fl oz",30316029604,,12.99,7.5,CROWN LABS,SKIN CARE - FACIAL,4,51.96,CVS
PanOxyl 10% BPO Acne Cleansing Bar,30316026404,,9.99,6,CROWN LABS,SKIN CARE - ACNE,4,39.96,CVS
"PanOxyl Foaming Wash, Maximum Strength Deep Cleaning with 10% Benzoyl Peroxide , 5.5 OZ",30316022855,,11.99,7.45,CROWN LABS,SKIN CARE - ACNE,5.5,65.945,CVS
"Cetaphil PRO Dry Skin Soothing Body Wash, 10 OZ",30299392410,,20.99,11.7,GALDERMA LAB,SOAP,10,209.9,CVS
Durex Cherry Lubricant,30234099557,,10.49,6.26,RECKITT,SEXUAL WELLNESS,3.38,35.4562,CVS
Durex Massage and Play 2-in-1 Massage Gel and Personal Lubricant,30234087637,,14.49,6.9,RECKITT,SEXUAL WELLNESS,6.76,97.9524,CVS
Konsyl Daily Psyllium Fiber Powder,30224180181,,26.49,14.9,KONSYL PHARM,DIGESTIVE - LOWER GI,12.7,336.423,CVS
"CeraVe Moisturizing Cream Lotion, Body and Face Moisturizer",30187137326,,17.49,8.7,LOREAL,SKIN CARE - HAND & BODY,12,209.88,CVS
"Gaviscon Extra Strength Antacid Chewable Tablets, 100 CT",30088117447,,14.79,8.81,HALEON,DIGESTIVE - UPPER GI,100,1479,CVS
"Enfamil NeuroPro Infant Formula, 32 FL OZ",30087512141,,11.79,10.95,RECKITT,BABY PRODUCTS,32,377.28,CVS
Enfamil NeuroPro Gentlease Powder Refill Box 30.4 OZ,30087512123,,56.99,53.71,RECKITT,BABY PRODUCTS,15.2,866.248,CVS
Enfamil Neuropro Gentlease Powder,30087512121,,52.99,50.85,RECKITT,BABY PRODUCTS,27.4,1451.926,CVS
"Enfamil NeuroPro Gentlease Instant Formula, 19.5 OZ",30087512119,,40.49,37.54,RECKITT,BABY PRODUCTS,20,809.8,CVS
"Enfamil NeuroPro Instant Formula Refill Pack, 31.4 OZ",30087512111,,56.99,49.8,RECKITT,BABY PRODUCTS,31.4,1789.486,CVS
"Enfamil Neuropro Infant Formula Powder, 28.3 OZ",30087512109,,48.99,45.96,RECKITT,BABY PRODUCTS,28.3,1386.417,CVS
"Enfamil NeuroPro Infant Formula, 20.7 OZ",30087512107,,40.49,34.58,RECKITT,BABY PRODUCTS,20.7,838.143,CVS
"Enfamil Gentlease Infant Formula with Iron, 19.9 OZ",30087511978,,35.99,32.87,RECKITT,BABY PRODUCTS,20.9,752.191,CVS
"Enfamil Infant Formula with Iron, 21.1 OZ",30087511976,,35.49,29.88,RECKITT,BABY PRODUCTS,21.1,748.839,CVS
"Nutramigen Hypoallergenic Infant Formula, 32 FL OZ",30087511564,,18.49,14.19,RECKITT,BABY PRODUCTS,32,591.68,CVS
"Enfamil Reguline Infant Formula with Iron, 19.5 OZ",30087511157,,41.29,38.53,RECKITT,BABY PRODUCTS,20.4,842.316,CVS
"Enfamil Gentlease Infant Formula, 12.4 OZ",30087510069,,20.49,19.13,RECKITT,BABY PRODUCTS,12.4,254.076,CVS
"Enfamil Premium Infant Formula with Iron, 12.5OZ",30087136542,,19.99,17.06,RECKITT,BABY PRODUCTS,12.5,249.875,CVS
"Enfamil ProSobee Powder Can, 12.9 OZ",30087121441,,24.79,21.14,RECKITT,BABY PRODUCTS,12.9,319.791,CVS
"Enfamil D-Vi-Sol, 1.69 OZ",30087086644,,15.99,8.33,RECKITT,VITAMINS,1.6,25.584,CVS
"Enfamil Poly-Vi-Sol Liquid Multivitamin, 1.69 OZ",30087040203,,15.99,8.33,RECKITT,VITAMINS,1.6,25.584,CVS
"Enfamil A.R Instant Formula, 19.5 OZ",30087020165,,44.79,38.53,RECKITT,BABY PRODUCTS,19.5,873.405,CVS
"Enfamil A.R. Instant Formula, 12.9 OZ",30087020142,,31.79,20.48,RECKITT,BABY PRODUCTS,12.9,410.091,CVS
"Voltaren Joint Health & Bone Strength Dietary Supplement, 30 CT",30067434892,,21.99,14.27,HALEON,PAIN - ANALGESIC (INTERNAL),30,659.7,CVS
"Voltaren Joint Comfort & Movement Dietary Supplement, 30 CT",30067434889,,21.99,14.27,HALEON,PAIN - ANALGESIC (INTERNAL),30,659.7,CVS
Excedrin PM Headache Pain Reliever/Nighttime Sleep-Aid Caplets,30067205624,,6.99,4.34,HALEON,PAIN - ANALGESIC (INTERNAL),24,167.76,CVS
Ex-Lax Regular Strength Stimulant Laxative Chocolated Pieces,30067000524,,8.49,4,HALEON,DIGESTIVE - LOWER GI,24,203.76,CVS
Systane Balance Lubricant Eye Drops,30065143302,,21.49,10.62,ALCON,EYE CARE PRODUCTS,0.33,7.0917,CVS
"Genteal Tears Night-Time Ointment, 3.5g, 0.12 OZ",30065051801,,10.99,7.15,ALCON,EYE CARE PRODUCTS,0.12,1.3188,CVS
"Systane Nighttime Lubricant Eye Ointment, 0.12 fl oz",30065050935,,15.79,9.15,ALCON,EYE CARE PRODUCTS,0.12,1.8948,CVS
Systane Lubricant Eye Drops,30065042930,,23.99,15.45,ALCON,EYE CARE PRODUCTS,1,23.99,CVS
"Opti-Free PureMoist Multi-Purpose Disinfecting Solution, 20 Ounces",30065036105,,22.49,16.23,ALCON,EYE CARE PRODUCTS,20,449.8,CVS
Opti-Free PureMoist Multi-Purpose Disinfecting Solution,30065036102,,4.49,1.8,ALCON,EYE CARE PRODUCTS,2,8.98,CVS
"Opti-Free PureMoist Rewetting Drops, 0.4 OZ",30065019231,,9.99,5.63,ALCON,EYE CARE PRODUCTS,0.4,3.996,CVS
"Zarbee's Gentle Bedtime - Melatonin-Free Blend of Natural Chamomile, 30CT, Honey & Raspberry Lemon",30045066754,,16.99,9.49,ZARBEES INC,"VITAMINS, MINERALS & SUPPLEMENTS",30,509.7,CVS
"Benadryl Allergy Plus Congestion Ultratabs Allergy Medicine, 24 ct",30045055726,,7.29,6.05,KENVUE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,24,174.96,CVS
"Tylenol Extra Strength Acetaminophen Dissolve Packs, Berry, 32 Count",30045041532,,14.99,11.67,KENVUE,PAIN - ANALGESIC (INTERNAL),32,479.68,CVS
"Tylenol Extra Strength Acetaminophen Dissolve Packs, Berry",30045041513,,8.49,3.75,KENVUE,PAIN - ANALGESIC (INTERNAL),12,101.88,CVS
"Tylenol Extra Strength Acetaminophen Dissolve Packs, Berry",30045041513,,8.49,3.75,KENVUE,PAIN - ANALGESIC (INTERNAL),1,8.49,CVS
"Tylenol Extra Strength Acetaminophen Dissolve Packs, Berry",30045041513,,8.49,3.75,KENVUE,PAIN - ANALGESIC (INTERNAL),1,8.49,CVS
"Tylenol Extra Strength Acetaminophen Dissolve Packs, Berry",30045041513,,8.49,3.75,KENVUE,PAIN - ANALGESIC (INTERNAL),1,8.49,CVS
"Tylenol Extra Strength Acetaminophen Dissolve Packs, Berry",30045041513,,8.49,3.75,KENVUE,PAIN - ANALGESIC (INTERNAL),1,8.49,CVS
"Tylenol Extra Strength Acetaminophen Dissolve Packs, Berry",30045041513,,8.49,3.75,KENVUE,PAIN - ANALGESIC (INTERNAL),1,8.49,CVS
"Tylenol Extra Strength Acetaminophen Dissolve Packs, Berry",30045041513,,8.49,3.75,KENVUE,PAIN - ANALGESIC (INTERNAL),1,8.49,CVS
"Tylenol Extra Strength Acetaminophen Dissolve Packs, Berry",30045041513,,8.49,3.75,KENVUE,PAIN - ANALGESIC (INTERNAL),1,8.49,CVS
"Tylenol Extra Strength Acetaminophen Dissolve Packs, Berry",30045041513,,8.49,3.75,KENVUE,PAIN - ANALGESIC (INTERNAL),1,8.49,CVS
"Tylenol Extra Strength Easy to Swallow Caplets, 100 CT",30045040690,,14.99,9.98,KENVUE,PAIN - ANALGESIC (INTERNAL),100,1499,CVS
"Tylenol Extra Strength Easy to Swallow Caplets, 200 CT",30045040620,,24.99,15.98,KENVUE,PAIN - ANALGESIC (INTERNAL),200,4998,CVS
"Tylenol Extra Strength Easy to Swallow, 24 CT",30045040602,,6.99,3.73,KENVUE,PAIN - ANALGESIC (INTERNAL),24,167.76,CVS
"Motrin Dual Action with Tylenol, Ibuprofen & Acetaminophen",30045031120,,7.99,5.06,KENVUE,PAIN - ANALGESIC (INTERNAL),20,159.8,CVS
"Motrin Dual Action Tablets with Tylenol, 120 CT",30045031112,,21.79,13.52,KENVUE,PAIN - ANALGESIC (INTERNAL),120,2614.8,CVS
"Tylenol Cold Max Night Cool Burst Liquid, 8 fl. OZ",30045026908,,11.49,5.17,J&J,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,8,91.92,CVS
"Tylenol Sinus Congestion and Pain Severe Caplets, 24 CT",30045026225,,13.79,6.2,KENVUE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,24,330.96,CVS
"Tylenol Cold + Head Congestion Severe Medicine Caplets, 24 CT",30045026125,,11.79,6.2,KENVUE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,24,282.96,CVS
"Zyrtec Children's 24HR Allergy Relief Dissovable Tabs, Citrus",30045024213,,14.49,11.5,KENVUE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,12,173.88,CVS
"Benadryl Extra Strength Allergy Releif, 50mg Diphenhydramine HCl, 24 CT",30045023524,,11.29,7.45,KENVUE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,24,270.96,CVS
"Oral-B Vibrating Pulsar Whitening Battery Toothbrush, Medium Bristle",30041668745,,8.99,5.29,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,1,8.99,CVS
"Oral-B Vivid Whitening Dual Action Toothbrush, Soft Bristle, 2 CT",30041668466,,7.59,4.11,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,2,15.18,CVS
"Oral-B Vibrating Pulsar Battery Toothbrush, Expert Clean, Medium Bristles",30041666631,,8.99,5.63,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,1,8.99,CVS
"Oral-B 3D White Vivid Manual Toothbrush, Medium Bristles",30041664766,,4.99,2.51,P&G-HEALTH,ORAL CARE - DENTAL ACCESSORIES,1,4.99,CVS
"Oral-B Kids Color Changing Toothbrush, 2 CT, 3 + Years, Extra Soft Bristles",30041011037,,5.99,2.77,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,2,11.98,CVS
"Oral-B Charcoal Toothbrush, Medium Bristle, 2 CT",30041010630,,9.99,5.46,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,2,19.98,CVS
"Oral-B Pro-Flex Stain Eraser Toothbrush, Soft Bristle, 4 CT",30041010495,,19.79,10.31,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,4,79.16,CVS
"Oral-B Indicator Max Color Changing Toothbrush, Soft Bristle, 4 CT",30041010400,,11.79,6.91,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,4,47.16,CVS
"Oral-B Vivid Whitening Toothbrush, Soft Bristle, 1 CT",30041001120,,4.99,2.51,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,1,4.99,CVS
"Robitussin naturals cough+ Mucus Relief Liquid, Ivy Leaf & Honey, 8.3 OZ",30031878618,,16.49,8.72,HALEON,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,8.3,136.867,CVS
"Children's Robitussin Honey Nighttime Cough Liquid, 4 FL OZ",30031876212,,9.79,5.29,HALEON,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4,39.16,CVS
"Robitussin Children's Honey Cough & Chest Congestion, 4 OZ",30031876012,,9.79,5.29,HALEON,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4,39.16,CVS
Robitussin Peak Cold Multi-Symptom Nighttime Cold Liquid,30031875212,,9.99,7.07,HALEON,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4,39.96,CVS
"Refresh Liquigel Lubricant Eye Gel Drops, 0.5 FL OZ",30023920515,,15.49,8.68,ABBVIE,EYE CARE PRODUCTS,0.5,7.745,CVS
"Refresh Digital Preservative Free, Lubricant Eye Drops, 30ct",30023695430,,23.99,11.79,ABBVIE,EYE CARE PRODUCTS,30,719.7,CVS
Refresh Digital Lubricant Eye Drops .33 fl oz,30023695210,,19.99,10.34,ABBVIE,EYE CARE PRODUCTS,0.33,6.5967,CVS
"Refresh Relieva Preservative Free Lubricant Eye Drops, 0.33 FL OZ",30023663410,,21.79,11.59,ABBVIE,EYE CARE PRODUCTS,0.33,7.1907,CVS
"Refresh Relieva Lubricant Eye Drops, 0.33 fl oz",30023663010,,21.49,10.89,ABBVIE,EYE CARE PRODUCTS,0.33,7.0917,CVS
"Refresh Optive Mega-3 Lubricant Drops, 30 CT",30023577330,,22.49,13.56,ABBVIE,EYE CARE PRODUCTS,30,674.7,CVS
"Refresh Optive Lubricant Eye Gel Drops, .33 FL OZ",30023545910,,22.49,9.99,ABBVIE,EYE CARE PRODUCTS,0.33,7.4217,CVS
"Refresh Celluvisc Lubricant Eye Gel Drops, 30 ct",30023455430,,23.49,11,ABBVIE,EYE CARE PRODUCTS,30,704.7,CVS
"Refresh Relieva PF, Preservative-Free, 30 CT",30023451530,,25.79,13.59,ABBVIE,EYE CARE PRODUCTS,30,773.7,CVS
"Refresh Optive Advanced Lubricant Eye Drops, 30 ct",30023449130,,22.99,12,ABBVIE,EYE CARE PRODUCTS,30,689.7,CVS
"Refresh Optive Advanced Eye Drops, 0.33 fl oz, Twin Pack",30023430720,,29.49,16.2,ABBVIE,EYE CARE PRODUCTS,0.33,9.7317,CVS
"Refresh Contacts Contact Lens Comfort Drops, 0.4 fl oz",30023182212,,11.99,5.19,ABBVIE,EYE CARE PRODUCTS,0.4,4.796,CVS
Refresh Tears Lubricant Eye Drops,30023079815,,14.79,8.39,ABBVIE,EYE CARE PRODUCTS,0.5,7.395,CVS
"Sur-Fit Natura 2-piece Cut-to-Fit Durahesive Skin Barrier 4 x 4 in., 10CT, 38mm Flange",30003413154,,74.99,66.4,BEIERSDRF-JB,HOME HEALTH CARE,10,749.9,CVS
"ConvaTec Sur-Fit Natura 2-piece Mold-to-Fit Pouch with Filter 10"""" Length, 20CT, 2-3/4"""" Flange",30003411292,,69.99,69.18,BRIST M/MEAD,HOME HEALTH CARE,20,1399.8,CVS
"ConvaTec ActiveLife 1-PC Pre-cut DRNBL Pouch W/1-SD Panel & Tail Clip 12in.L, 25mm STM,Transp, 10 Count",30003022765,,39.99,21.95,UNIV NUTR,HOME HEALTH CARE,25,999.75,CVS
Okamoto 004 Almost Nothing Latex Condoms,28373040249,,24.99,19.99,OKAMOTO IND,CONTRACEPTIVES,24,599.76,Walgreens
Okamoto 004 Almost Nothing Latex Condoms,28373040249,,24.99,19.99,OKAMOTO IND,CONTRACEPTIVES,24,599.76,Walgreens
Okamoto 004 Almost Nothing Latex Condoms,28373040034,,6.99,2.99,OKAMOTO IND,CONTRACEPTIVES,3,20.97,Walgreens
"Vitafusion Multi + Energy Gummy Vitamins, 90 CT",27917400037,,16.99,9.46,CHURCH/DWIGH,VITAMINS,90,1529.1,CVS
"Vitafusion Ashwagandha Gummies, Blueberry, 60 CT",27917300160,,16.99,9.46,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",60,1019.4,CVS
"Vitafusion Multi+ Beauty Gummies, 90 CT",27917280141,,16.99,9.46,CHURCH/DWIGH,VITAMINS,90,1529.1,CVS
Vitafusion Multi+ Immune Support Adult Gummy Vitamins with Vitamin C and Zinc,27917280134,,14.99,9.46,CHURCH/DWIGH,VITAMINS,90,1349.1,CVS
Vitafusion Bi Layer Multi + Immune Gummy Vitamins,27917280134,,15.99,9.46,CHURCH/DWIGH,VITAMINS,90,1439.1,Walgreens
"Vitafusion Apple Cider Vinegar Gummy Vitamins, 60 CT",27917280035,,17.99,9.1,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",60,1079.4,CVS
Vitafusion Apple Cider Vinegar,27917280035,,15.99,9.1,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",60,959.4,Walgreens
"VitaFusion B12 Gummies, Raspberry, 140 CT",27917270975,,14.49,8.17,CHURCH/DWIGH,VITAMINS,140,2028.6,CVS
Vitafusion B12 Gummy Vitamin,27917270975,,13.99,8.17,CHURCH/DWIGH,VITAMINS,140,1958.6,Walgreens
Vitafusion Power C Extra Strength 500mg Gummies 92ct,27917260099,,16.79,9.46,CHURCH/DWIGH,VITAMINS,92,1544.68,CVS
Vitafusion Brain Food Gummy Supplement 50ct,27917260051,,25.79,14.21,CHURCH/DWIGH,VITAMINS,50,1289.5,CVS
Vitafusion Men's Gummy Vitamins Berry,27917022703,,16.99,10.16,CHURCH/DWIGH,VITAMINS,150,2548.5,Walgreens
Vitafusion Prenatal Gummy Vitamins Raspberry Lemonade,27917019505,,17.99,9.46,CHURCH/DWIGH,VITAMINS,90,1619.1,Walgreens
L'il Critters Immune C Plus Zinc Gummy Vitamin Natural Fruit Flavors,27917019451,,18.99,11.77,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",190,3608.1,Walgreens
Vitafusion Power C Gummy Vitamins Orange,27917019208,,15.99,8.17,CHURCH/DWIGH,VITAMINS,150,2398.5,Walgreens
Vitafusion Power C Gummy Vitamins Orange,27917019208,,15.99,8.17,CHURCH/DWIGH,VITAMINS,150,2398.5,Walgreens
"Vitafusion Fiber Well Gummy Vitamins Peach, Strawberry & Berry",27917018904,,17.99,10.98,CHURCH/DWIGH,DIGESTIVE - LOWER GI,90,1619.1,Walgreens
"Vitafusion Fiber Well Gummy Vitamins Peach, Strawberry & Berry",27917018904,,17.99,10.98,CHURCH/DWIGH,DIGESTIVE - LOWER GI,90,1619.1,Walgreens
L'il Critters Gummy Vites Complete Kids Gummy Vitamins,27917016290,,18.99,11.77,CHURCH/DWIGH,VITAMINS,190,3608.1,Walgreens
L'il Critters Gummy Vites Complete Kids Gummy Vitamins,27917016290,,18.99,11.77,CHURCH/DWIGH,VITAMINS,190,3608.1,Walgreens
L'il Critters Gummy Omega-3 DHA Assorted,27917014340,,12.49,8.27,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",120,1498.8,Walgreens
L'il Critters Omega-3 DHA Dietary Supplement Gummy Fish,27917014265,,6.49,4.6,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",60,389.4,Walgreens
L'il Critters Immune C plus Zinc & Vitamin D Dietary Supplement Gummy Bears,27917006031,,7.99,4.6,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",60,479.4,Walgreens
"Vitafusion Power Zinc Gummy Vitamins, 90 CT",27917003863,,17.99,9.46,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",90,1619.1,CVS
Vitafusion Power Zinc Gummy Vitamins,27917003863,,15.99,9.46,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",90,1439.1,Walgreens
"Vitaufusion Melatonin Free Sleep Gummies, 40 CT",27917002163,,14.99,8.14,CHURCH/DWIGH,SLEEPING REMEDIES,40,599.6,CVS
"Vitafusion Cranberry Gummies, 60 CT",27917001821,,15.79,8.17,CHURCH/DWIGH,"VITAMINS, MINERALS & SUPPLEMENTS",60,947.4,CVS
Vitafusion Extra Strength 5g Melatonin Gummies Blackberry,27917000275,,15.99,9.46,CHURCH/DWIGH,SLEEPING REMEDIES,120,1918.8,Walgreens
"BLK/OPL 6 Well Eyeshadow Palette, Fairy Glamuva",27811145973,,11.49,6.85,UNIV NUTR,COSMETICS-EYE,1,11.49,CVS
"BLK/OPL SKN Even True Nutritive Skin Moisturizer Broad Spectrum SPF 15, 2.4 OZ",27811056071,,13.99,7.17,MANA PROD,SKIN CARE - FACIAL,2.4,33.576,CVS
"BLK/OPL SKN Anti-Bump Treatment, 1 OZ",27811042043,,13.49,6.57,MANA PROD,SHAVE - CREAMS,1,13.49,CVS
"BLK/OPL COLORSPLURGE Liquid Matte Lipstick, Berry Red",27811039159,,12.49,8,EAS CORP,LIP CARE PRODUCTS,1,12.49,CVS
"BLK/OPL TRUE COLOR Pore Perfecting Liquid Foundation, Au Chocolate",27811033270,,16.49,11.53,BRIST M/MEAD,COSMETICS-FACIAL,1,16.49,CVS
"BLK/OPL TRUE COLOR Pore Perfecting Liquid Foundation, Hazelnut",27811033232,,16.49,12.79,BRIST M/MEAD,COSMETICS-FACIAL,1,16.49,CVS
Twinlab Amino Fuel Liquid Orange Rush,27434033879,,19.99,13.85,TWINLAB CORP,WT CTL/NUTRITION - LIQ/POWDER,16,319.84,Walgreens
"Twinlab Ripped Fuel Extreme Weight Loss & Fat Burning Supplement Capsules, Ephedra Free",27434022491,,25.99,14.86,TWINLAB CORP,WT CTL/NUTRITION - CANDY TABLETS,60,1559.4,Walgreens
Twinlab NAC (N-Acetyl-Cysteine) Capsules,27434002110,,18.99,9.89,TWINLAB CORP,"VITAMINS, MINERALS & SUPPLEMENTS",60,1139.4,Walgreens
LouAna Coconut Oil,26700152115,,6.49,5.5,DURO-MED,WT CTL/NUTRITION - LIQ/POWDER,14,90.86,Walgreens
"BOD Man Fresh Guy Body Spray, 8 OZ",26169059741,,8.99,4.79,PDC BRANDS,SKIN CARE - HAND & BODY,8,71.92,CVS
BOD Man Body Spray 4 Piece Gift Set,26169055767,,8.99,4.79,PDC BRANDS,SKIN CARE - HAND & BODY,1,8.99,CVS
"Body Fantasies Body Spray, 8 OZ, Sugar Peach",26169045669,,8.99,4.19,PDC BRANDS,FRAGRANCE-WOMENS,8,71.92,CVS
"Body Fantasies Body Spray, 8 OZ, Sweet Crush",26169042583,,8.99,4.19,PDC BRANDS,FRAGRANCE-WOMENS,8,71.92,CVS
"Body Fantasies Body Spray, 8 OZ, Coconut",26169042125,,8.99,4.19,PDC BRANDS,FRAGRANCE-WOMENS,8,71.92,CVS
"Body Fantasies Body Spray, 8 OZ, Fresh White Musk",26169039026,,8.99,4.19,PDC BRANDS,FRAGRANCE-WOMENS,8,71.92,CVS
"Body Fantasies Body Spray, 8 OZ",26169039019,,8.99,4.19,PDC BRANDS,FRAGRANCE-WOMENS,8,71.92,CVS
